ConceptId,ProviderId,DataCenter,VersionId,MetadataFormat
C1214607348-SCIOPS,SCIOPS,NASA/GSFC/SED/ESD/GISS,GISTEMP 2016,dif
C1214595090-SCIOPS,SCIOPS,JP/MEXT/NIPR,Not provided,dif
C1214594006-SCIOPS,SCIOPS,NZ/NZAI/ANZ,Not provided,dif
C1214594082-SCIOPS,SCIOPS,NZ/NZAI/ANZ,Not provided,dif
C1406950980-SCIOPS,SCIOPS,NSIDC_AGDC,1,dif
C1214591762-SCIOPS,SCIOPS,NZ/NZAI/ANZ,Not provided,dif
C1214598198-SCIOPS,SCIOPS,ULP/EOST,Not provided,dif
C1214611880-SCIOPS,SCIOPS,UN/CARTO,Not provided,dif
C1214597461-SCIOPS,SCIOPS,CN/FENGYUN,Not provided,dif
C1214594280-SCIOPS,SCIOPS,COLUMBIA/LDEO/MGDS,Not provided,dif
C1214608404-SCIOPS,SCIOPS,DOI/USGS/CMG/WHSC,Not provided,dif
C1214421782-SCIOPS,SCIOPS,DOC/NOAA/NOS/CSC,Not provided,dif
C1214598455-SCIOPS,SCIOPS,NZ/NZAI/ANZ,Not provided,dif
C1214608428-SCIOPS,SCIOPS,CN/NADC,Not provided,dif
C1214600347-SCIOPS,SCIOPS,ACADIS,Not provided,dif
C1281783448-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C1336390805-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003657-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C1337992253-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,2,echo10
C179003613-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179002780-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003488-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179002878-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003277-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003358-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003330-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003129-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003534-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003411-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003057-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003022-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179002975-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C1294934680-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179002836-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003233-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003648-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003314-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003666-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003013-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003295-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003217-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003170-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179002799-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003585-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179002959-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003550-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003462-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003453-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003631-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003349-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C1345709827-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C1369107223-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C1248454738-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C1414788544-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C1290813358-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C1337991474-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C1248465284-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C1424722491-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,2,echo10
C1457486519-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003138-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C1406946749-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C1382432049-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003091-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003701-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,2,echo10
C179003031-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003541-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179002834-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179002924-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003569-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179124925-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003374-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003208-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179002896-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179126365-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003006-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003048-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003673-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179002771-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179002931-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179002755-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C1000000380-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179126745-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179132265-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003110-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003066-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003075-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179126305-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003691-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003154-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C1000000160-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003736-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003402-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003145-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003745-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003242-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179002827-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003729-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003189-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179131125-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003682-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179002852-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179131345-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003710-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003101-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003578-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179126525-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C1000000070-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C1243024158-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179124165-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,2,echo10
C1000000003-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,2,echo10
C179002746-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,2,echo10
C1000000346-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,2,echo10
C1000000038-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,2,echo10
C179002739-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003606-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,2,echo10
C179003286-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C1000000063-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,2,echo10
C179002940-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179002991-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C1000000029-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,2,echo10
C179003516-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C1000000010-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,2,echo10
C179003163-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179002906-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003390-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C1000000045-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,2,echo10
C1421819132-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C1452325635-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C1452325572-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003082-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003226-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003509-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003365-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003437-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179131505-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003383-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003268-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003321-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179002966-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179002818-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003497-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003525-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003622-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179002984-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003471-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179002843-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003594-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003446-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C179003305-ORNL_DAAC,ORNL_DAAC,ORNL_DAAC,1,echo10
C1214343609-ASF,ASF,Alaska Satellite Facility,1,echo10
C1213925022-ASF,ASF,Alaska Satellite Facility,1,echo10
C1243255360-ASF,ASF,Alaska Satellite Facility,2,echo10
C1213928209-ASF,ASF,Alaska Satellite Facility,1,echo10
C1209373626-ASF,ASF,Alaska Satellite Facility,1,echo10
C1243216659-ASF,ASF,Alaska Satellite Facility,2,echo10
C1327985578-ASF,ASF,Alaska Satellite Facility,1,echo10
C1214473308-ASF,ASF,Alaska Satellite Facility,1,echo10
C1213927035-ASF,ASF,Alaska Satellite Facility,1,echo10
C1214472336-ASF,ASF,Alaska Satellite Facility,1,echo10
C1327985617-ASF,ASF,Alaska Satellite Facility,1,echo10
C1214470576-ASF,ASF,Alaska Satellite Facility,1,echo10
C1214335903-ASF,ASF,Alaska Satellite Facility,1,echo10
C1214471197-ASF,ASF,Alaska Satellite Facility,1,echo10
C1243129847-ASF,ASF,Alaska Satellite Facility,3,echo10
C1214560164-ESA,ESA,ESA/EARTHNET,Not provided,dif
C1214560119-ESA,ESA,ESA/EARTHNET,Not provided,dif
C1214560102-ESA,ESA,ESA/EARTHNET,Not provided,dif
C1214560126-ESA,ESA,ESA/EARTHNET,Not provided,dif
C1214559957-ESA,ESA,ESA/EARTHNET,Not provided,dif
C1214560171-ESA,ESA,ESA/EARTHNET,Not provided,dif
C1214560227-ESA,ESA,ESA/ESRIN,Not provided,dif
C1214559995-ESA,ESA,ESA/EARTHNET,Not provided,dif
C1214560001-ESA,ESA,ESA/EARTHNET,Not provided,dif
C1214559964-ESA,ESA,ESA/EARTHNET,Not provided,dif
C1214560203-ESA,ESA,ESA/EARTHNET,Not provided,dif
C1214622563-ISRO,ISRO,IN/ISRO/MOSDAC,Not provided,dif
C162886585-USGS_EROS,USGS_EROS,LTA,1,echo10
C1568773-GHRC,GHRC,NASA/MSFC/GHRC,1,echo10
C139738-GHRC,GHRC,NASA/MSFC/GHRC,1,echo10
C514900-GHRC,GHRC,NASA/MSFC/GHRC,7,echo10
C11135-GHRC,GHRC,NASA/MSFC/GHRC,1,echo10
C10321-GHRC,GHRC,NASA/MSFC/GHRC,1,echo10
C1491-GHRC,GHRC,NASA/MSFC/GHRC,1,echo10
C1448904685-GHRC,GHRC,NASA/MSFC/GHRC,1,echo10
C1181-GHRC,GHRC,NASA/MSFC/GHRC,1,echo10
C1942335-GHRC,GHRC,NASA/MSFC/GHRC,1,echo10
C11360-GHRC,GHRC,NASA/MSFC/GHRC,1,echo10
C1399601956-GHRC,GHRC,NASA/MSFC/GHRC,2.3,echo10
C306923-GHRC,GHRC,NASA/MSFC/GHRC,1,echo10
C508213-GHRC,GHRC,NASA/MSFC/GHRC,7,echo10
C1403690989-GHRC,GHRC,NASA/MSFC/GHRC,1,echo10
C380862-GHRC,GHRC,NASA/MSFC/GHRC,1,echo10
C321562-GHRC,GHRC,NASA/MSFC/GHRC,1,echo10
C514898-GHRC,GHRC,NASA/MSFC/GHRC,7,echo10
C2152513-GHRC,GHRC,NASA/MSFC/GHRC,2.3.2014,echo10
C2746473-GHRC,GHRC,NASA/MSFC/GHRC,1,echo10
C1806-GHRC,GHRC,NASA/MSFC/GHRC,1,echo10
C1381-GHRC,GHRC,NASA/MSFC/GHRC,1,echo10
C1448905189-GHRC,GHRC,NASA/MSFC/GHRC,1,echo10
C463323-GHRC,GHRC,NASA/MSFC/GHRC,1,echo10
C301250-GHRC,GHRC,NASA/MSFC/GHRC,1,echo10
C2749412-GHRC,GHRC,NASA/MSFC/GHRC,1,echo10
C10983-GHRC,GHRC,NASA/MSFC/GHRC,1,echo10
C963634-GHRC,GHRC,NASA/MSFC/GHRC,1,echo10
C1231081094-GHRC,GHRC,NASA/MSFC/GHRC,1,echo10
C1566892-GHRC,GHRC,NASA/MSFC/GHRC,1,echo10
C409123-GHRC,GHRC,NASA/MSFC/GHRC,1,echo10
C1450811690-GHRC,GHRC,NASA/MSFC/GHRC,1,echo10
C150140-GHRC,GHRC,NASA/MSFC/GHRC,1,echo10
C508192-GHRC,GHRC,NASA/MSFC/GHRC,7,echo10
C564435-GHRC,GHRC,NASA/MSFC/GHRC,7,echo10
C301243-GHRC,GHRC,NASA/MSFC/GHRC,1,echo10
C1200-GHRC,GHRC,NASA/MSFC/GHRC,1,echo10
C1024-GHRC,GHRC,NASA/MSFC/GHRC,1,echo10
C464733-GHRC,GHRC,NASA/MSFC/GHRC,1,echo10
C939073-GHRC,GHRC,NASA/MSFC/GHRC,1,echo10
C1000000941-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,1,echo10
C1407077722-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,4,echo10
C1000000985-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,1,echo10
C1402639385-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,6,echo10
C7611570-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,1,echo10
C1237207599-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,Ed4,echo10
C1000000730-LARC_ASDC,LARC_ASDC,ASDC,1,dif10
C4331615-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,2G,echo10
C1000000086-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,1,echo10
C1277706207-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,V2-07,echo10
C7313870-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,V3-30,echo10
C1439306634-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,V2-01,echo10
C4521854-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,2C,echo10
C1000001041-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,1,echo10
C1336972893-LARC_ASDC,LARC_ASDC,ASDC,1,dif10
C6694950-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,1,echo10
C4331631-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,2C,echo10
C1355900907-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,V3-40,echo10
C1438725249-LARC_ASDC,LARC_ASDC,ASDC,01,dif10
C1000000721-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,1,echo10
C7342384-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,V3-30,echo10
C1000000202-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,1,echo10
C1000000802-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,1,echo10
C1356785530-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,V3-40,echo10
C1000001243-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,1,echo10
C1424491178-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,V2-01,echo10
C1000001340-LARC_ASDC,LARC_ASDC,ASDC,1,dif10
C1356785514-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,V3-40,echo10
C1000001180-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,1,echo10
C1000000093-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,1,echo10
C1000000994-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,1,echo10
C1219032523-LAADS,LAADS,NASA/GSFC/SED/ESD/HBSL/BISB/LAADS,Collection 4 and 5,dif10
C1287112402-LAADS,LAADS,NASA/GSFC/SED/ESD/HBSL/BISB/LAADS,1,dif10
C1231606173-LAADS,LAADS,NASA/GSFC/SED/ESD/HBSL/BISB/LAADS,6,dif10
C203234493-LAADS,LAADS,NASA/GSFC/SED/ESD/HBSL/BISB/LAADS,6,dif10
C203234518-LAADS,LAADS,NASA/GSFC/SED/ESD/HBSL/BISB/LAADS,6,dif10
C1443727145-LAADS,LAADS,NASA/GSFC/SED/ESD/HBSL/BISB/LAADS,6.1,dif10
C1219223781-LAADS,LAADS,NASA/GSFC/SED/ESD/HBSL/BISB/LAADS,Not provided,dif10
C1444160046-LAADS,LAADS,NASA/GSFC/SED/ESD/HBSL/BISB/LAADS,6.1,dif10
C1219032585-LAADS,LAADS,NASA/GSFC/SED/ESD/HBSL/BISB/LAADS,6,dif10
C1231597226-LAADS,LAADS,NASA/GSFC/SED/ESD/HBSL/BISB/LAADS,6,dif10
C1219032527-LAADS,LAADS,NASA/GSFC/SED/ESD/HBSL/BISB/LAADS,Not provided,dif10
C1219032581-LAADS,LAADS,NASA/GSFC/SED/ESD/HBSL/BISB/LAADS,6,dif10
C203234514-LAADS,LAADS,NASA/GSFC/SED/ESD/HBSL/BISB/LAADS,6,dif10
C1443743314-LAADS,LAADS,NASA/GSFC/SED/ESD/HBSL/BISB/LAADS,6.1,dif10
C1443544285-LAADS,LAADS,NASA/GSFC/SED/ESD/HBSL/BISB/LAADS,6.1,dif10
C203234446-LAADS,LAADS,NASA/GSFC/SED/ESD/HBSL/BISB/LAADS,6,dif10
C1000001120-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,1,echo10
C1418602595-LARC_ASDC,LARC_ASDC,ASDC,01,dif10
C1000000501-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,1,echo10
C1000001104-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,1,echo10
C7114550-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,1,echo10
C1000000705-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,1,echo10
C7460990-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,4A,echo10
C5784292-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,V3-02,echo10
C1297065223-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,V1-05,echo10
C7614373-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,3B,echo10
C5784311-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,V3-02,echo10
C1456630703-LARC_ASDC,LARC_ASDC,ASDC,01,dif10
C1000001199-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,1,echo10
C1000000105-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,1,echo10
C7399830-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,V3-30,echo10
C1000001261-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,1,echo10
C1403619029-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,V2-0,echo10
C1000000183-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,1,echo10
C1000000774-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,1,echo10
C1000001023-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,1,echo10
C1000000482-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,1,echo10
C7070571-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,V1-30,echo10
C1000001164-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,1,echo10
C1000000121-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,1,echo10
C1200034341-OB_DAAC,OB_DAAC,NASA/GSFC/SED/ESD/GCDC/OB.DAAC,2014,echo10
C1449860837-OB_DAAC,OB_DAAC,NASA/GSFC/SED/ESD/GCDC/OB.DAAC,2018,umm-json
C1458097514-OB_DAAC,OB_DAAC,NASA/GSFC/SED/ESD/GCDC/OB.DAAC,2018,echo10
C1442922855-OB_DAAC,OB_DAAC,NASA/GSFC/SED/ESD/GCDC/OB.DAAC,2018,echo10
C1449645597-OB_DAAC,OB_DAAC,NASA/GSFC/SED/ESD/GCDC/OB.DAAC,2018,echo10
C1442922866-OB_DAAC,OB_DAAC,NASA/GSFC/SED/ESD/GCDC/OB.DAAC,2018,echo10
C1200034411-OB_DAAC,OB_DAAC,NASA/GSFC/SED/ESD/GCDC/OB.DAAC,2014,umm-json
C1449863940-OB_DAAC,OB_DAAC,NASA/GSFC/SED/ESD/GCDC/OB.DAAC,2018,umm-json
C1200034383-OB_DAAC,OB_DAAC,NASA/GSFC/SED/ESD/GCDC/OB.DAAC,2014,echo10
C1458097433-OB_DAAC,OB_DAAC,NASA/GSFC/SED/ESD/GCDC/OB.DAAC,2018,echo10
C1458149046-OB_DAAC,OB_DAAC,NASA/GSFC/SED/ESD/GCDC/OB.DAAC,2018,echo10
C1449645593-OB_DAAC,OB_DAAC,NASA/GSFC/SED/ESD/GCDC/OB.DAAC,2018,echo10
C1458097491-OB_DAAC,OB_DAAC,NASA/GSFC/SED/ESD/GCDC/OB.DAAC,2018,echo10
C1200034453-OB_DAAC,OB_DAAC,NASA/GSFC/SED/ESD/GCDC/OB.DAAC,2014,umm-json
C1200034468-OB_DAAC,OB_DAAC,NASA/GSFC/SED/ESD/GCDC/OB.DAAC,2014,echo10
C1449644376-OB_DAAC,OB_DAAC,NASA/GSFC/SED/ESD/GCDC/OB.DAAC,2018,umm-json
C1200034426-OB_DAAC,OB_DAAC,NASA/GSFC/SED/ESD/GCDC/OB.DAAC,2014,umm-json
C1449645605-OB_DAAC,OB_DAAC,NASA/GSFC/SED/ESD/GCDC/OB.DAAC,2018,echo10
C1214337770-ASF,ASF,Alaska Satellite Facility,1,echo10
C1243122884-ASF,ASF,Alaska Satellite Facility,3,echo10
C1427035103-CDDIS,CDDIS,NASA/GSFC/SED/ESD/GGL/CDDIS,1,umm-json
C1000000018-CDDIS,CDDIS,CDDIS,1,echo10
C1426345759-CDDIS,CDDIS,NASA/GSFC/SED/ESD/GGL/CDDIS,1,umm-json
C1000000007-CDDIS,CDDIS,CDDIS,1,echo10
C1416457743-CDDIS,CDDIS,NASA/GSFC/SED/ESD/GGL/CDDIS,1,umm-json
C1423569055-CDDIS,CDDIS,NASA/GSFC/SED/ESD/GGL/CDDIS,1,umm-json
C1427025102-CDDIS,CDDIS,NASA/GSFC/SED/ESD/GGL/CDDIS,1,umm-json
C1000000003-CDDIS,CDDIS,CDDIS,1,echo10
C5841551-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,1,echo10
C1355900260-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,V3-40,echo10
C1000001083-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,1,echo10
C1000000561-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,1,echo10
C6042456-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,3,echo10
C1000001032-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,1,echo10
C1000001173-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,1,echo10
C1000000765-LARC_ASDC,LARC_ASDC,NASA/LARC/SD/ASDC,1,echo10
C107705240-LPDAAC_ECS,LPDAAC_ECS,LP DAAC,005,umm-json
C1000000481-LPDAAC_ECS,LPDAAC_ECS,LP DAAC,006,umm-json
C1441377506-OB_DAAC,OB_DAAC,NASA/GSFC/SED/ESD/GCDC/OB.DAAC,2018,echo10
C1458097475-OB_DAAC,OB_DAAC,NASA/GSFC/SED/ESD/GCDC/OB.DAAC,2018,echo10
C1458097459-OB_DAAC,OB_DAAC,NASA/GSFC/SED/ESD/GCDC/OB.DAAC,2018,echo10
C1442922871-OB_DAAC,OB_DAAC,NASA/GSFC/SED/ESD/GCDC/OB.DAAC,2018,echo10
C1251051481-GES_DISC,GES_DISC,NASA/GSFC/SED/ESD/GCDC/GESDISC,1,dif10
